id,original,base_time,base,small_time,small,medium_time,medium,large_time,large
493,뭐지 헷갈리는데 하는 부분은 좀 보도록 하죠.,1.720998287,보지 헷갈리는데 하는 부분을 보도록 하죠.,5.100999832,뭐지? 헷갈리는데 하는 부분을 좀 보도록 하죠.,15.40200996,뭐지? 헷갈리는데? 하는 부분을 좀 보도록 하죠.,28.65748358,뭐지? 헷갈리는데? 하는 부분을 좀 보도록 하죠.
494,된소리되기 예사소리가 된소리로 교체되는 현상 변화 (없고요)/(없구요).,1.867998362,된 소리 대기 예사 소리가 된 소리로 교체는 현상 변화가 없고요.,5.36301589,된소리되기 예사소리가 된소리로 교체된 현상 변화 없고요,16.35101151,"된소리되기, 예사소리가 된소리로 교체되는 현상, 변화 없구요.",29.83599854,된소리되기 예사소리가 된소리로 교체되는 현상 변화 없구요
495,그죠 음운은 환경이 달라지는 거예요.,1.64799881,그죠? 의문호 환경이 달라지는 거예요.,4.830000401,그죠? 음은 환경이 달라지는 거예요,14.38199949,그죠? 의문 환경이 달라지는 거예요,27.81635141,그죠? 의문의 환경이 달라지는 거예요
496,한자어에서 리을 받침 뒤에 연결된 아+ 아까는 안울림소리 받침소리 다음이었는데 지금은 한자어에서 리을 받침 뒤에 연결되는 이러한 예사소리가 된소리로 발음될 때가 있어요. 근데 지금 제가 보여드리고 있는 이런 음운 환경에서 일어나는 된소리되기는 늘 일어나는 것은 아니어서 여러분이 사실은 그 하나하나 예마다 기.,3.667000532,한자어에서 리을 바침 뒤에 연결된 아까는 안올림소리 바침 소리 다음면인데 지금은 한자어에서 리을 바침 뒤에 연결되는 이러한 예사 소리가 된 소리로 바른들 때가 있어요. 근데 지금 제가 보여드리고 있는 이런 음은 환경에서 일어나는 된 소리 되기는 늘 일어나는 것은 아니어서 여러분이 사실은 하나하나 예마다 기계에 있는,9.555998564,한자워에서 리을 받침 뒤에 연결되는 아까는 안 울림 소리 받침 소리 다음이었는데 지금은 한자워에서 리을 받침 뒤에 연결되는 이러한 예사 소리가 된 소리로 발음될 때가 있어요 근데 지금 제가 보여드리고 있는 이런 의문 환경에서 일어나는 된 소리 대기는 늘 일어나는 것은 아니어서 여러분이 사실은 하나하나 얘마다,27.03599954,한자어에서 리을 받침 뒤에 연결된 아까는 안 울림 소리 받침 소리 다음이었는데 지금은 한자어에서 리을 받침 뒤에 연결되는 이러한 예사 소리가 된 소리로 발음 될 때가 있어요. 근데 지금 제가 보여드리고 있는 이런 의문 환경에서 일어나는 된 소리 되기는 늘 일어나는 것은 아니어서 여러분이 사실은 그 하나하나 얘마다,46.1970098,아까는 안 울림 소리 받침 소리 다음이었는데 지금은 한자어에서 리을 받침 뒤에 연결되는 이러한 예사 소리가 된 소리로 발음될 때가 있어요 근데 지금 제가 보여드리고 있는 이런 의문환경에서 일어나는 된 소리 대기는 늘 일어나는 것은 아니어서 여러분이 사실은 그 하나하나 예마다
497,우선은 원리부터 확인을 해 볼게요. 그 섬 이름이죠 바.,1.770009279,우선은 원리부터 확인해 볼게요. 그럼 섬의 이름이죠.,5.137343645,우선은 원리부터 확인을 해볼게요. 섬 이름이죠.,14.80327725,우선 원리부터 확인해볼게요. 처음 이름이죠.,28.4610002,우선은 원리부터 확인해 볼게요. 섬 이름이죠.
498,발음을 하면 어떻게 발음되냐면 이렇게 발음이 돼요.,1.675998688,발음을 하면 어떻게 발음 되냐면 이렇게 발음이 돼요.,5.066999912,발음을 하면 어떻게 발음이 되냐면 이렇게 발음이 돼요,15.00800014,발음을 하면 어떻게 발음이 되냐면 이렇게 발음이 돼요.,27.31099963,발음을 하면 어떻게 발음 되냐면 이렇게 발음이 돼요
499,이것도 여러분들 발음. 이거는 거의 안 틀린 텐데요 이렇게 발음이 돼요.,1.823998213,그것도 여러분들도 바람이 거의 안 쓸 텐데요. 이렇게 바름이 돼요.,5.179000378,이것도 여러분들 발음이 거의 안 셀 텐데요. 이렇게 발음이 돼요.,15.5769999,"이것도 여러분들 발음, 이거 거의 안 들릴 텐데요? 이렇게 발음이 돼요",28.53800058,이것도 여러분들 발음 이건 거의 안 틀릴 텐데요. 이렇게 발음이 돼요
500,우리가 기본적으로 알고 있는. 어/ 안울림소리 뒤에서 된소리로 바뀌는 거 아니었어 이.,1.957998991,우리가 기본적으로 알고 있는 어? 안 흘림소리 뒤에서 댄소리로 바뀌는 거 아니었어?,5.561001062,우리가 기본적으로 알고 있는 어? 안 울림 소리 뒤에서 된 소리로 바뀌는 거 아니었어?,16.63400865,우리가 기본적으로 알고 있는 어? 안 울림 소리 뒤에서 된 소리로 바뀌는 거 아니었어?,29.61400008,우리가 기본적으로 알고 있는 안 울림 소리 뒤에서 된 소리로 바뀌는 거 아니었어?
501,이건 울림소리인데 왜 울림소리 뒤에서 된소리로 바뀌지 이 원리 때문에 그렇다는 거죠.,1.917998552,이건 울림소리인데 왜 울림소리 뒤에서 된 소리로 바뀌지 이 원리 때문에 그렇다는 거죠,5.541999102,이건 울림 소리인데 왜 울림 소리 뒤에서 된 소리를 바뀌지 이 원리 때문에 그렇다는 거죠,16.73800087,이건 울림소리인데 왜 울림소리 뒤에서 된 소리로 바뀌지? 이 원리 때문에 그렇다는 거죠.,31.24900007,이건 울림소리인데 왜 울림소리 뒤에서 된소리로 바뀌지? 이 원리 때문에 그렇다는 거죠
502,한자어에서는 리을 받침 뒤에서 된소리되기가 일어나기도 한다.,1.757998943,한자호에서는 리일바침 뒤에서 된 소리 되니까 일어나기도 한다.,5.213999987,한자워에서는 리을 받침 뒤에서 된 소리 되기가 일어나기도 한다.,15.71801043,한자어에서는 리을 받침 뒤에서 된소리대기가 일어나기도 한다.,30.13199997,한자어에서는 ㄹ받침 뒤에서 된소리되기가 일어나기도 한다.
503,가장 학교에서 자주 다루는 예시 단어는 이걸 거예요. 갈등이라고 하지 않고.,2.050998449,가장 학교에서 자주 다루는 예시 단원이 거 거예요. 갈등이라고 하지 않고.,5.858000278,가장 학교에서 자주 다루는 예시 단어는 이것과요. 갈등이라고 하지 않고,16.40599966,가장 학교에서 자주 다루는 예시 단어는 이거일 거예요. 갈등이라고 하지 않고,30.478302,가장 학교에서 자주 다루는 예시 단어는 이거일 거예요. 갈등이라고 하지 않고
504,갈뜽이라고 다 발음을 하거든요.,1.644002199,갈등이라고 다 받은 걸 하거든요.,4.85799861,갈등이라고 다 발음을 하거든요.,14.30399966,갈등이라고 다 발음을 하거든요.,26.54799914,갈등이라고 다 발음을 하거든요
505,그래서 아/ 된소리가 될 때가 있다. 왜.,1.59499836,"그래서 아, 댄소리가 될 때가 있다.",4.724999905,그래서 아 된 소리가 될 때가 있다.,14.33700967,그래서 아 된 소리가 될 때가 있다.,26.99300075,"그래서 아, 된 소리가 될 때가 있다."
506,될 때가 있냐고요 이건 어때요.,1.617997169,될 때가 있냐고요? 이건 어때요?,4.851000071,될 때가 있냐고요? 이건 어때요?,14.36234069,될 때가 있냐고요? 이건 어때요?,27.34699917,될 때가 있냐고요? 이건 어때요?
507,이것도 한자어거든요.,1.46499896,이것도 한참하거든요,4.539000034,이것도 한차오거든요,13.55799985,이것도 한차거든요,24.80901051,이것도 한자 오거든요
508,리을 받침 뒤에 예사소리가 있죠 이거 어떻게 발음해요.,1.807997465,류일 바침 뒤에 예사 소리가 있죠. 이거 어떻게 발음해요?,5.177999973,리얼 받침 뒤에 예사 소리가 있죠. 이거 어떻게 바르면 돼요?,15.57000017,ㄹ 받침 뒤에 예사 소리가 있죠. 이거 어떻게 발음해요?,28.75932741,ㄹ 받침 뒤에 예사 소리가 있죠. 이거 어떻게 발음해요?
509,된소리되기가 일어나기도 하고 일어나지 않기도 해요. 그래서 여러분 입장에서는 아/ 이게 언제나 그렇게 일어나요. 예를 들면 아까 봤던 안울림소리 받침 뒤에서 기역 디귿 비읍 뒤에서 예사소리가 된소리로 일어나는 건 언제나 일어나요. 예외 없이 일어나서 학생들이 틀리지 않고 잘 발음을 하는데 여기서는 일어나기도 하고 안 일어나기도 하니까요 우리를 힘들게 만드는 거죠. 그.,4.316361904,"된 소리들이 일어나기도 하고 일어나지 않기도 해요. 그래서 여러분 입장에서는 이게 언제다 그렇게 일어나? 예를 들면 아까 봤던 안을 림소리 받침 뒤에서 기억, 틱, 비흡 뒤에서 예사소리가 된 소리로 일어나는 건 언제 일어나요? 예외 없이 일어나서 학생들을 틀리지 않고 잘 바른 걸 하는데 로그선을 일어나기도 하고 안 일어나기도 하니까 여러분들도 힘들게 만드는 거죠.",11.13200045,"된소리되기가 일어나기도 하고 일어나지 않기도 해요. 그래서 여러분 입장에서는 아 이게 언제나 그렇게 일어나요. 예를 들면 아까 봤던 안 울림 소리 받침 뒤에서 기억, 디그, 비읍 뒤에서 예사 소리가 된소리로 일어나는 건 언제나 일어나요. 예외 없이 일어나서 학생들이 틀리지 않고 잘 발음을 하는데 여기서는 일어나기도 하고 안 일어나기도 하니까 여러분들도 힘들게 만드는 거죠.",29.82299948,"된소리되기가 일어나기도 하고 일어나지 않기도 해요. 그래서 여러분 입장에서는 이게 언제나 그렇게 일어나요. 예를 들면 아까 봤던 안울림소리 받침 뒤에서 기역, 디귿, 비읍 뒤에서 예사소리가 된소리로 일어나는 건 언제나 일어나요. 예외없이 일어나서 학생들이 틀리지 않고 잘 발음을 하는데 여기서는 일어나기도 하고 안일어나기도 하니까 여러분들도 힘들게 만드는 거죠.",55.9055829,"된소리되기가 일어나기도 하고 일어나지 않기도 해요 그래서 여러분 입장에서는 이게 언제나 그렇게 일어나요 예를 들면 아까 봤던 안울림소리 받침 뒤에서 기역, 디귿, 비읍 뒤에서 예사소리가 된소리로 일어나는 건 언제나 일어나요 예외 없이 일어나서 학생들이 틀리지 않고 잘 발음을 하는데 여기서는 일어나기도 하고 안일어나기도 하니까 여러분들도 힘들게 만드는 거죠"
510,그래서 학교 선생님께서 설명해 주신 예시 중심으로 외워서 공부를 해두시면 조금 도움이 될 것 같습니다.,2.040996075,그래서 학교생께서 설명해주신 예시 중심으로 외워서 공부를 해주시면 조금 도움이 될 것 같습니다.,5.7170012,그래서 학교 선생님께서 설명해주신 예시 중심으로 외워서 공부를 해주시면 조금 도움이 될 것 같습니다.,17.08699918,그래서 학교 선생님께서 설명해 주신 예시 중심으로 외워서 공부를 해 주시면 조금 도움이 될 것 같습니다.,30.58102059,그래서 학교 선생님께서 설명해주신 예시 중심으로 외워서 공부를 해주시면 조금 도움이 될 것 같습니다
511,자/ 그리고 이거 하고 사실은 아까 봤던.,1.562995911,그리고 이거 하고 사실은 아까 봤던,4.663999796,그리고 이거 하고 사실은 아까 봤던,14.07000017,자 그리고 이거 하고 사실은 아까 봤던,26.09701157,그리고 이거 하고 사실은 아까 봤던
512,응 파열음 뒤에서 일어나는 된소리되기 그리고 사실 이거보다는 제가 이다음 페이지에서 보여드리는 된소리되기를 훨씬 더 선생님께서 많이 강조하셨을 거예요.,2.436999321,파여름 뒤에서 일어난 된 소리되기. 그리고 사실 이거보다는 제가 이 다음 페이지에서 보여주는 된 소리되기를 훨씬 더 쌤께서 많이 강조하셨을 거예요.,6.708997011,파여름 뒤에서 일어나는 된소리 제기 그리고 사실 이거보다는 제가 이 다음 피해에 대해서 보여드리는 된소리 제기를 훨씬 더 쌤께서 많이 강조하셨을 거예요.,19.34300017,파열음 뒤에서 일어나는 된소리제기 그리고 사실 이거보다는 제가 다음 페이지에서 보여주는 된소리제기를 훨씬 더 쌤께서 많이 강조하셨을 거예요,35.09300017,파열음 뒤에서 일어나는 된소리 들기 그리고 사실 이거보다는 제가 이 다음 페이지에서 보여드리는 된소리 들기를 훨씬 더 선생님께서 많이 강조하셨을 거예요
513,된소리되기 중에 어감 받침 니은 미음 뒤에 오는 어미의 첫소리 예사소리가 환경에 따라 된소리로 교체되는 것 이거 잘 다룹니다.,2.520996332,댄소리 대기 중에 어간받침 미음 미음 뒤에 오는 어미의 첫소리 예사 소리가 환경에 따라 댄소리로 교체되는 것. 이거 잘 다릅니다.,6.905000448,"된소리되기 중에 어간 받침, 미음, 미음 뒤에 오는 어미의 첫 소리, 예사 소리가 환경에 따라 된소리로 교체되는 것. 이거 잘 다릅니다.",19.57899976,"된 소리 되기 중에 어간 받침, 미음 미음 뒤에 오는 어미의 첫 소리, 예사 소리가 환경에 따라 된 소리로 교체되는 것, 이거 잘 다릅니다.",34.92299962,된소리 대기 중에 어간 받침 ㅁㅁ 뒤에 오는 어미의 첫소리 예사 소리가 환경에 따라 된소리로 교체되는 것. 이거 잘 다룹니다
514,근데 제가 보세요 아까는 열심히 뭐 바뀌는 건 안 바뀌는 것 음/ 바뀌는 환경 뭐 이런 거 체크해 드렸는데 제가 지금 어디에다 굵은 글자를 써 해놨냐면 어간.,2.494995832,"근데 제가 보세요. 아까는 열심히 바뀌는 것, 바뀌는 것, 바뀌는 환경, 이런 거 체크해 드렸는데 제가 지금 어디에다 굵은 일자에서 해놨냐면 어간!",6.833000422,근데 제가 보세요 아까는 열심히 뭐 바뀌는 것 바뀌는 것 바뀌는 환경 뭐 이런 거 체크해드렸는데 제가 지금 어디에다 굵은 글자 해서 해놨냐면 어간,18.55900073,근데 제가 보세요. 아까는 열심히 바뀌는 환경 체크해드렸는데 제가 지금 어디에다 굵은 글자로 해놨냐면 어간,36.3410089,근데 제가 보세요 아까는 열심히 뭐 바뀌는 것 안 바뀌는 것도 음 바뀌는 환경 뭐 이런 거 체크해 드렸는데 제가 지금 어디에다 굵은 글자로서 해놨냐면 어간
515,음운의 변동 이거 공부하고 있는데 큰일 났어요.,1.802100182,의문의 변동 이거 봉부하고 있는데 큰일 났어요.,5.083339214,어문에 변동 이거 공부하고 있는데 큰일 났어요,15.04999971,의문의 변동 이거 공부하고 있는데 큰일 났어요,27.87000012,의문의 변동 이거 공부하고 있는데 큰일 났어요
516,어간 어미가 나왔단 말이죠. 물론 여러분은 다 중학교 때 공부했고 알고 있어야 될 개념인 건 맞습니다만 혹시 잊어버렸거나 그렇죠 혹은 중학교 때는 조금 공부 소홀히 하다가 이제 고등학교 가서 좀 열심히 해보려고 했더니 모르는 말이 너무 많아서 학교 수업을 못 따라가고 있는 학생이 있을 수 있죠. 그래서 제가 이 수업을 준비한 거죠. 여러분에게 수업을 잘 학교 수업을 잘 따라갈 수 있도록 여러분을 보조하고 보충하는 역할을 해드리겠다고 말씀드렸습니다. 그래서 오늘 여러분에게 제공해 드리는 소화제 팁이 바로 어간과 어미에 대한 설명이에요. 이.,5.058999538,"어간 어미가 나왔단 말이죠. 물론 여러분은 다 중학교 때 공부했고 알고 있어야 돼 개념인 건 맞습니다만 혹시 잊어버렸거나 그렇죠? 혹은 중학교 때는 조금 공부 소울이 하다가 고등학교 가서 열심히 해보려고 했더니 모르는 말이 너무 많아서 학교 소울 못 따라가고 있는 학생이 있을 수 있죠. 그래서 제가 이솝을 준비한 거죠. 여러분에게 수업을 잘, 학교 소울 잘 따라갈 수 있도록 여러분을 보조하고 보충하는 역할을 해드리겠다고 말씀드렸습니다.",12.16999936,"어간, 어미가 나왔단 말이죠. 물론 여러분은 다 중학교 때 공부했고 알고 있어야 될 개념인 건 맞습니다만 혹시 잊어버렸거나 그렇죠? 혹은 중학교 때는 조금 공부 소홀히 하다가 고등학교 와서 열심히 해보려고 했더니 모르는 말이 너무 많아서 학교 수업을 못 따라가고 있는 학생이 있을 수 있죠. 그래서 제가 이 수업을 준비한 거죠. 여러분에게 수업을 잘 학교 수업을 잘 따라갈 수 있도록 여러분을 보조하고 보충하는 역할을 해드리겠다고 말씀드렸습니다.",33.2670002,어간 어미가 나왔단 말이죠. 물론 여러분은 다 중학교 때 공부했고 알고 있어야 될 개념인 건 맞습니다만 혹시 잊어버렸거나 그렇죠? 혹은 중학교 때는 조금 공부 소홀히 하다가 이제 고등학교 와서 좀 열심히 해보려고 했더니 모르는 말이 너무 많아서 학교 수업을 못 따라가고 있는 학생이 있을 수 있죠. 그래서 제가 이 수업을 준비한 거죠. 여러분에게 수업을 잘 학교 수업을 잘 따라갈 수 있도록 여러분을 보조하고 보충하는 역할을 해드리겠다고 말씀드렸습니다.,61.7363174,어간 어미가 나왔단 말이죠. 물론 여러분은 다 중학교 때 공부했고 알고 있어야 될 개념인 건 맞습니다만 혹시 잊어버렸거나 그렇죠? 혹은 중학교 때는 조금 공부 소홀히 하다가 이제 고등학교 와서 좀 열심히 해보려고 했더니 모르는 말이 너무 많아서 학교 수업을 못 따라가고 있는 학생이 있을 수 있죠. 그래서 제가 이 수업을 준비한 거죠. 여러분에게 학교 수업을 잘 따라갈 수 있도록 여러분을 보조하고 보충하는 역할을 해드리겠다고 말씀드렸습니다.
517,이걸 대체 고등학교 와서 어느 선생님께 여쭤볼 것인가 좀 어렵겠죠 그래서 지금 저랑 같이 공부하시면 될 것 같아.,2.310996532,이걸대치에 고등학교 와서 어느새 힘 끼였죠 볼 것인가? 좀 어렵겠죠? 그래서 지금 저랑 같이 공부하시면 될 것 같아요.,6.037999868,이걸 대체 고등학교 와서 어느 선생님께 여쭤볼 것인가 좀 어렵겠죠. 그래서 지금 저랑 같이 공부하시면 될 것 같아요.,18.30999899,이걸 대체 고등학교 와서 어느 선생님께 여쭤볼 것인가? 좀 어렵겠죠? 그래서 지금 저랑 같이 공부하시면 될 것 같아요.,33.34300089,이걸 대체 고등학교 와서 어느 선생님께 여쭤볼 것인가? 좀 어렵겠죠? 그래서 지금 저랑 같이 공부하시면 될 것 같아요
518,자/ 우선 어간이 뭔지 어미가 뭔지를 한번 설명을 해 보도록 하죠.,1.685401201,어강이 뭔지 어미가 뭔지를 설명을 해보도록 하죠,5.312000036,"자 우선 어간이 뭔지, 어미가 뭔지를 한번 설명을 해보도록 하죠.",15.47001052,자 우선 어간이 뭔지 어미가 뭔지를 한번 설명을 해보도록 하죠,28.58799911,자 우선 어간이 뭔지 어미가 뭔지를 한번 설명을 해보도록 하죠
519,큰일 났네 모르는 말이죠 자/ 용언에서 화.,1.742996454,크림란네 모르는 말이죠. 용원에서 화하,5.090999842,"큰일 났네 모르는 말이죠? 자, 용어 내서",14.43700004,큰일났네 모르는 말이죠 용어 내서,27.09799981,큰일 났네 모르는 말이죠. 용언에서
520,활용을 할 때 이것도 모르는 말인데 어떡하죠.,1.591995478,화려한 걸 할 때 이것도 모르는 말인데 어떡하죠,4.830000162,활용을 할 때 이것도 모르는 말인데 어떡하죠?,14.45700049,활용을 할 때 이것도 모르는 말인데 어떡하죠?,26.66855597,활용을 할 때 이것도 모르는 말인데 어떡하죠?
521,이게 어간의 뜻이에요. 그럼 어미의 뜻은 뭘까요.,1.696996689,이게 어간의 뜻이에요. 그럼 어미의 뜻은 뭘까요?,5.038000107,이게 어간의 뜻이에요. 그럼 어미의 뜻은 뭘까요?,14.85400009,이게 어간의 뜻이에요. 그럼 어미의 뜻은 뭘까요?,27.64700007,이게 어간의 뜻이에요. 그럼 어미의 뜻은 뭘까요?
522,어미는 어간 뒤에 붙어서.,1.518999338,우리는 어간 뒤에 붙어서.,4.645998716,오미는 어간 뒤에 붙어서,13.64499998,오미는 어간 뒤에 붙어서,25.30099988,어미는 어간 뒤에 붙어서
523,어간 뒤에 붙어서 활용할 때 변하는 부분.,1.606007338,어간 뒤에 붙어서 활용할 때 변하는 부분,4.795000076,어간 뒤에 붙어서 활용할 때 변하는 부분,14.17500305,어간 뒤에 붙어서 활용할 때 변하는 부분,26.95099854,어간 뒤에 붙어서 활용할 때 변하는 부분
524,교체된다고 쓸까요 변한다고 하지 말고.,1.705999613,조체된다고 쓸까요? 변은다고 하지 말고.,4.867000103,교체된다고 쓸까요? 변한다고 하지 말고,14.51899981,교체된다고 쓸까요? 변한다고 하지 말고,26.71401978,교체된다고 쓸까요? 변한다고 하지 말고
525,용언이라고 합니다. 아/ 동사 형용사는 뭐죠 자/ 품사 중에서 품사 단어 중에서 동작을 나타내거나 움직임을 표현하는 말 혹은 상태를 설명하는 말을 동사 형용사라고 해요. 자/ 너무 원론적인 얘기해서 이해를 잘 못하겠다고요 예를 들어드릴게요. 자/ 동작이 있는 말 대표적인 예는 먹다가 있겠죠 먹다.,4.054998636,"용원이라고 합니다. 동사효용사는 뭐죠? 자, 품사 중에서, 품사 단어 중에서 동작을 나타내거나 음지금을 표현하는 말, 혹은 상태를 설명하는 말을 동사효용사 라고 해요. 자, 너무 언론적인 얘기에서 이해를 잘 못하겠다고요. 이해를 들어드릴게요. 자, 동작이 있는 말, 대표적인 이해를 먹다가 있겠죠. 먹다.",10.09100008,"용원이라고 합니다. 동사형용사는 뭐죠? 품사 중에서, 품사 단어 중에서 동작을 나타내거나 움직임을 표현하는 말 혹은 상태를 설명하는 말을 동사형용사라고 해요. 너무 언론적인 얘기해서 이해를 잘 못하겠다고요. 이해를 들어 드릴게요. 동작이 있는 말 대표적인 이해는 먹다가 있겠죠. 먹다.",29.52200007,"용언이라고 합니다. 동사, 형용사는 뭐죠? 자, 품사 중에서, 품사, 단어 중에서 동작을 나타내거나 움직임을 표현하는 말 혹은 상태를 설명하는 말을 동사, 형용사라고 해요. 자, 너무 언론적인 얘기해서 이해를 잘 못하겠다고요. 예를 들어 드릴게요. 자, 동작이 있는 말, 대표적인 예는 먹다가 있겠죠, 먹다.",49.08999968,"용언이라고 합니다. 동사, 형용사는 뭐죠? 품사 중에서, 단어 중에서 동작을 나타내거나 움직임을 표현하는 말 혹은 상태를 설명하는 말을 동사, 형용사라고 해요 너무 언론적인 얘기에서 이해를 잘 못하겠다고요 예를 들어 드릴게요. 동작이 있는 말 대표적인 예는 먹다가 있겠죠."
526,저 활기찬 동작이죠 먹다 뭐 달리다 이런 동사예요.,1.756999016,활기차 동작이죠? 뭐 달리다 이런 동사예요?,5.070999622,활기차 동작이죠. 먹다 달리다 이런 동사예요.,15.03399992,"활기찬 동작이죠. 먹다, 달리다 이런 동사예요.",27.41330481,활기찬 동작이죠. 먹다 달리다 이런 동사예요
527,성질 상태를 나타내는 말에는 여러분이 가장 좋아하는 말 예쁘다가 있죠.,1.777000189,"성질, 상태는 나타내린 말에는 여러분이 가장 좋아하는 말 예쁘다가 있죠",5.259998798,"성질, 상태를 나타내는 말에는 여러분이 가장 좋아하는 말 예쁘다가 있죠",16.03900146,"성질, 상태를 나타내는 말에는 여러분이 가장 좋아하는 말, 예쁘다,가 있죠",28.85500884,"성질, 상태를 나타내는 말에는 여러분이 가장 좋아하는 말 예쁘다가 있죠"
528,예쁘다.,1.414998531,예쁘다.,4.380000114,예쁘다.,13.2840116,예쁘다.,24.59660506,예쁘다
529,상태를 설명하거나 동작을 설명하는 말. 동사 형용사 이들을 묶어서 용언이라고 합니다. 용언이라는 이름이 붙은 이유는 이들이 활용을 하기 때문인데 아/ 큰일 났네요. 활용은 또 무슨 말이지 자/ 우선은.,2.917999268,상태를 설명하거나 동작을 설명하는 말 동사 현용사 이들을 묶어서 용원이라고 합니다. 용원이라는 이름이 붙은 이유는 이들이 활용을 하기 때문인데 할 큰일 났네요. 활용은 또 무슨 말이지. 자 우선은,7.798000097,상태를 설명하거나 동작을 설명하는 말 동사 현홍사 이들을 묶어서 용원이라고 합니다. 용원이라는 이름이 붙은 이유는 이들이 활용을 하기 때문인데 큰일 났네. 활용은 또 무슨 말이지? 우선은,22.40499997,상태를 설명하거나 동작을 설명하는 말 동사 현홍사 이들을 묶어서 용원이라고 합니다. 용원이라는 이름이 붙은 이유는 이들이 활용을 하기 때문인데 큰일 났네. 활용은 또 무슨 말이지. 우선은,40.73601198,"상태를 설명하거나 동작을 설명하는 말 동사, 현용사 이들을 묶어서 용언이라고 합니다 용언이라는 이름이 붙은 이유는 이들이 활용을 하기 때문인데 큰일 났네 활용은 또 무슨 말이지?"
530,변화하는 거예요. 예를 들어드리면 여러분은 모국어 화자이기 때문에 쉽게 이해할 수 있어요. 우선 먹다를 가지고 설명을 할게요. (먹는다는)/(먹다는) 모양이 바뀌어요. 그걸 활용이라고 하는데 어떻게 활용 어떻게 모양이 바뀌냐면 먹다.,3.050000429,"전화하는 거예요. 예를 들어드리면 여러분은 모구고 하자이기 때문에 쉽게 이해할 수 있어요. 우선 먹다래서 설명을 할게요. 먹다는 모양이 바뀌어요. 그걸 활용이라고 하는데 어떻게 활용, 어떻게 모양이 바뀌냐면 먹다.",7.746999502,전화하는 거예요. 얘를 들어드리면 여러분은 모그고 화자이기 때문에 쉽게 이해할 수 있어요. 우선 먹다를 가지고 설명을 할게요. 먹다는 모양이 바뀌어요. 그걸 활용이라고 하는데 어떻게 활용 어떻게 모양이 바뀌냐면 먹다,23.09653997,"전화하는 거예요. 예를 들어 드리면 여러분은 모국어 화자이기 때문에 쉽게 이해할 수 있어요. 우선 먹다를 가지고 설명을 할게요. 먹다는 모양이 바뀌어요. 그걸 활용이라고 하는데 어떻게 활용, 어떻게 모양이 바뀌냐면 먹다",40.87999916,전화하는 거예요. 예를 들어 드리면 여러분은 모국어 하자이기 때문에 쉽게 이해할 수 있어요. 우선 먹다를 가지고 설명을 할게요. 먹다는 모양이 바뀌어요. 그걸 활용이라고 하는데 어떻게 활용 어떻게 모양이 바뀌냐면 먹다
531,먹지 이제 느낌이 오세요 먹어서.,1.642998695,먹지? 느낌이 오세요? 먹어서,4.654001236,먹지 느낌이 오세요? 먹어서,14.14600778,먹지. 이제 느낌이 오세요? 먹어서,26.49344993,"먹지, 느낌이 오세요? 먹어서"
532,더 많이 활용되지만 우선 네 개만 예시를 드렸어요. 아하 주위에.,1.828997612,더 많이 활용되지만 우선 4개만 예시를 들었어요 아하 뒤에,5.373999834,더 많이 활용되지만 우선 4개만 예시를 들었어요. 아하 뒤에,16.63599992,더 많이 활용되지만 우선 4개만 예시를 들었어요. 아하! 주의해!,29.50600004,더 많이 활용되지만 우선 4개만 예시를 들었어요. 아하 뒤에
533,바뀌는 이 부분을 어미라고 부르고요 앞에 고.,1.776998043,바깥이 이 부분을 엄이 라고 부르고요. 앞에 고향을,5.095999956,바뀌는 이 부분을 어미 라고 부르구요 앞에,15.53600001,바뀌는 이 부분을 어미 라고 부르고요. 앞에 고장나요.,26.89599991,바뀌는 이 부분을 어미라고 부르고요.
534,고정되어서 변하지 않는 부분을 어간이라고 부른다고요 어간 줄기 간자예요. 변하지 않는 부분 먹+ 먹+ 먹+ 먹 계속 반복되죠 변하지 않는 이 부분을 어간이라고 부르고요 어간 뒤에 붙어서 활용을 할 때 바.,3.116998672,"고정되어서 변하지 않는 부분을 어간이라고 부른다고요. 어간 줄기간자에요. 변하지 않는 부분, 먹, 먹, 먹, 먹 계속 반복되죠. 변하지 않는 이 부분을 어간이라고 부르고요. 어간 뒤에 붙어서 활용을 할 때 박수.",7.53600049,고정되어서 변하지 않는 부분을 어간이라고 부른다고요. 어간 줄기간자요. 변하지 않는 부분. 먹 계속 반복되죠. 변하지 않는 이 부분을 어간이라고 부르고요. 어간 뒤에 붙어서 활용을 할 때,22.0419991,"고정되어서 변하지 않는 부분을 어간이라고 부른다고요. 어간 줄기간 자예요. 변하지 않는 부분, 먹 계속 반복되죠. 변하지 않는 이 부분을 어간이라고 부르고요. 어간 뒤에 붙어서 활용을 할 때",42.76099992,고정되어서 변하지 않는 부분을 어간이라고 부른다고요. 어간 줄기간자에요. 변하지 않는 부분. 먹먹먹먹 계속 반복되죠. 변하지 않는 이 부분을 어간이라고 부르고요. 어간 뒤에 붙어서 활용을 할 때 박자
535,바뀌는 교체되는 부분을 어미라고 부른다고요.,1.704994917,바뀌는 교체되는 부분을 미이라고 부른다고요.,5.075012207,막기는 교체되는 부분을 어-미 라고 부른다고요.,15.21000743,"바뀌는, 교체되는 부분을 어미이라고 부른다고요.",28.13499999,바뀌는 교체되는 부분을 어미라고 부른다고요.
